set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,sim,replicate,n,d,corr,prop_NA,center_X,true_beta,pred_beta,pred_intercept,true_intercept,angular_error,mse_error,angular_error_with_intercept,mse_error_with_intercept
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP,10000,"[[1.60924619469357, -0.0202205496659034, -0.668410560143221, -1.05138211877468, 0.235734441321086], [0.0531952353132192]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP_10000,1.06583476066589,0.010847806930542,2025-06-16 23:29:16.882212,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.60924619469357, -0.0202205496659034, -0.668410560143221, -1.05138211877468, 0.235734441321086]",0.0531952353132192,0.0,0.3936108764293114,0.15335277686015183,0.39442128553941225,0.12826560289346464
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP,50000,"[[1.63227774229456, -0.00437678239718274, -0.60955278732783, -1.0218203150508, 0.272457691798811], [0.0982603689082809]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP_50000,2.59409379959106,0.0286228656768799,2025-06-16 23:29:26.335381,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.63227774229456, -0.00437678239718274, -0.60955278732783, -1.0218203150508, 0.272457691798811]",0.0982603689082809,0.0,0.3827282373852232,0.14596031725286557,0.3855995485361112,0.12324278106038655
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,100,"[[1.81555254676382, -0.696235315653593, -0.005065948637217, -0.745131475965574, 0.662742023998261], [0.821613789670642]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_100,0.75763726234436,0.00814104080200195,2025-06-16 23:28:13.845798,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.81555254676382, -0.696235315653593, -0.005065948637217, -0.745131475965574, 0.662742023998261]",0.821613789670642,0.0,0.3041834939172197,0.0931774188109327,0.46670214031411267,0.1901560522386029
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,500,"[[0.936487219227412, -0.0156694396790302, -0.182321720690676, -0.556210156981709, 0.484234863900284], [-0.271613685818739]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_500,0.367016553878784,0.00899600982666016,2025-06-16 23:28:19.571167,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.936487219227412, -0.0156694396790302, -0.182321720690676, -0.556210156981709, 0.484234863900284]",-0.27161368581873896,0.0,0.27728040219345956,0.2720825455007899,0.35311648960114334,0.23903112030466503
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,1000,"[[1.22173972183472, -0.104547656452557, -0.408030333666382, -0.53085696805001, 0.547360174839261], [-0.227074934375987]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_1000,0.39087414741516097,0.0130269527435303,2025-06-16 23:28:24.802905,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.22173972183472, -0.104547656452557, -0.408030333666382, -0.53085696805001, 0.547360174839261]",-0.22707493437598703,0.0,0.2563284165707364,0.16576504127808803,0.29625241797634255,0.14673137203538314
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,5000,"[[1.2493563272008, 0.0536592818948367, -0.309330979007627, -0.979594469838584, 0.0569107443909887], [-0.179876543220617]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_5000,0.593975305557251,0.0124447345733643,2025-06-16 23:28:30.60437,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.2493563272008, 0.0536592818948367, -0.309330979007627, -0.979594469838584, 0.0569107443909887]",-0.179876543220617,0.0,0.48733227491616055,0.25873440934918757,0.4987439800229965,0.22100460292448934
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,10000,"[[1.14825668184155, -0.0918455769953886, -0.242964935634981, -0.802391030676771, 0.171509162030604], [-0.187864105453908]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_10000,1.09218692779541,0.0196294784545898,2025-06-16 23:28:38.577338,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.14825668184155, -0.0918455769953886, -0.242964935634981, -0.802391030676771, 0.171509162030604]",-0.18786410545390803,0.0,0.36094883084206425,0.2266035892801393,0.38273572704178876,0.1947184780864489
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,50000,"[[1.10491326160982, -0.143209331741439, -0.221081766740392, -0.735551260390457, 0.245842561441284], [-0.180222765233329]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_50000,3.22693276405334,0.0244081020355225,2025-06-16 23:28:50.201608,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.10491326160982, -0.143209331741439, -0.221081766740392, -0.735551260390457, 0.245842561441284]",-0.18022276523332897,0.0,0.29216580687442895,0.2162723351890176,0.3191401960872321,0.1856403201755726
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,100,"[[4.71680422320547, 0.896720603659297, -1.47939923150474, -3.89762182663039, 0.0383005659353857], [1.62519616508418]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_100,0.460519790649414,0.0177245140075684,2025-06-16 23:29:20.951928,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[4.71680422320547, 0.896720603659297, -1.47939923150474, -3.89762182663039, 0.0383005659353857]",1.62519616508418,0.0,0.581226400393869,4.281282055215863,0.6270528331520419,4.007945475180607
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,500,"[[1.8132254460669, 0.40178194685985, -0.528649608922528, -1.21242000120654, 0.177605388418217], [0.0422735518432881]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_500,0.462837219238281,0.0103328227996826,2025-06-16 23:29:26.538411,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.8132254460669, 0.40178194685985, -0.528649608922528, -1.21242000120654, 0.177605388418217]",0.0422735518432881,0.0,0.5533669140524475,0.3110909054666583,0.5536433347590595,0.2595402634197898
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,1000,"[[2.12273708321069, 0.420875323459204, -1.06208450233668, -1.26716131855411, 0.269332740398895], [0.117611980078484]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_1000,0.8643107414245609,0.0107154846191406,2025-06-16 23:29:32.452848,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[2.12273708321069, 0.420875323459204, -1.06208450233668, -1.26716131855411, 0.269332740398895]",0.117611980078484,0.0,0.5413027965153311,0.3985603024008615,0.5428347700416627,0.3344390149770482
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,5000,"[[1.79506808919346, 0.26570159600305, -0.674424853292658, -1.36942884067998, -0.0282511508849474], [0.00514759424981154]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_5000,1.17374777793884,0.011704683303833,2025-06-16 23:29:39.04521,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.79506808919346, 0.26570159600305, -0.674424853292658, -1.36942884067998, -0.0282511508849474]",0.00514759424981154,0.0,0.5682415966934546,0.3413966903766476,0.5682452863650795,0.28450165826829976
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,10000,"[[1.81349033792672, 0.0774212081721871, -0.627422728664957, -1.24231701202325, 0.0107452594361898], [0.0478787226596532]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_10000,1.32782745361328,0.0157628059387207,2025-06-16 23:29:48.540765,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.81349033792672, 0.0774212081721871, -0.627422728664957, -1.24231701202325, 0.0107452594361898]",0.0478787226596532,0.0,0.5007200449045169,0.2559438028737905,0.5011201010040308,0.21366856440874535
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,50000,"[[1.72758600910838, 0.0444560733317456, -0.546817964863363, -1.10265461457769, 0.103793268735857], [0.0537601340856175]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_50000,4.0548202991485605,0.0267229080200195,2025-06-16 23:29:59.860689,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.72758600910838, 0.0444560733317456, -0.546817964863363, -1.10265461457769, 0.103793268735857]",0.0537601340856175,0.0,0.45824878058652113,0.20451176595906442,0.45889730741451595,0.17090816363537095
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,100,"[[1.01161584203723, -0.416464869764987, -0.435858547105906, -1.30835543202094, 0.736027400483775, 0.559489649396379, 0.402429838695599, 0.778038692604631, 0.0630379256150375, 1.43020436026572], [-0.37885627622792]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_100,0.241396188735962,0.0153350830078125,2025-06-16 23:28:17.882289,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.01161584203723, -0.416464869764987, -0.435858547105906, -1.30835543202094, 0.736027400483775]",-0.37885627622792,0.0,0.28750629327696003,0.09884883407237413,0.34643194795204024,0.10629604139985947
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,500,"[[1.03150226509491, -0.0356902106314164, -0.460692967496073, -0.816355965117354, 0.388420951102277, -0.775435383871112, 0.685578536534697, -0.112042060517818, 0.278559104951754, 1.03072476391735], [-0.460900148089838]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_500,0.234602212905884,0.0241308212280273,2025-06-16 23:28:21.290448,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.03150226509491, -0.0356902106314164, -0.460692967496073, -0.816355965117354, 0.388420951102277]",-0.460900148089838,0.0,0.297789720193299,0.1962469867623244,0.42529804993914583,0.1989439800534761
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,1000,"[[0.759410782666104, -0.246571554022821, -0.19024636154598, -0.484014770460363, 0.538753028291814, -0.952613779349005, 0.31318700061411, 0.163848520482397, -0.0305942013490898, 1.23338119218801], [-0.59249444506387]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_1000,0.27890896797180204,0.0156679153442383,2025-06-16 23:28:24.908548,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.759410782666104, -0.246571554022821, -0.19024636154598, -0.484014770460363, 0.538753028291814]",-0.5924944450638701,0.0,0.13813610234035473,0.28984704719386595,0.5134400837676754,0.3000474839001455
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,5000,"[[0.695396470252732, -0.296023835471642, -0.269883402660247, -0.586977390047404, 0.500982307218734, -0.619413058083842, 0.500319653123157, 0.256318105967882, -0.0770232495284486, 1.15576960837362], [-0.639736853882091]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_5000,0.7845590114593509,0.0170187950134277,2025-06-16 23:28:28.94365,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.695396470252732, -0.296023835471642, -0.269883402660247, -0.586977390047404, 0.500982307218734]",-0.639736853882091,0.0,0.1266120486566395,0.2796678520455109,0.5353002461877938,0.3012670837404184
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,10000,"[[0.728019643492761, -0.254862761173379, -0.257810649030582, -0.671203242019111, 0.400717575341783, -0.454366885040441, 0.554721129119642, 0.243310768051125, -0.19857128597207, 1.17797429720795], [-0.616955970472371]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_10000,0.558033227920532,0.0190343856811523,2025-06-16 23:28:34.160753,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.728019643492761, -0.254862761173379, -0.257810649030582, -0.671203242019111, 0.400717575341783]",-0.6169559704723709,0.0,0.14975892738283633,0.27624405148095477,0.5205707765401006,0.2936424878177131
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,50000,"[[0.707875273952569, -0.304461763831331, -0.198760270522096, -0.607745654795279, 0.453462813458298, -0.518276469545489, 0.485869270077838, 0.177530600394975, -0.207198827548011, 1.17858779710308], [-0.56757247855242]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_50000,2.23743081092834,0.0299222469329834,2025-06-16 23:28:41.534002,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.707875273952569, -0.304461763831331, -0.198760270522096, -0.607745654795279, 0.453462813458298]",-0.5675724785524201,0.0,0.12341654585596327,0.28579805604499686,0.49116375306641724,0.29185479977252027
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,100,"[[5.3840708999723, -0.187038942527527, -1.82516723485152, -4.29179778822106, 0.896046170397378, -0.653202861746546, 2.32880007603341, 1.55124935194445, 0.491750267882378, 0.611132436049094], [0.913060170671721]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_100,0.326777935028076,0.0168478488922119,2025-06-16 23:29:04.922069,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[5.3840708999723, -0.187038942527527, -1.82516723485152, -4.29179778822106, 0.896046170397378]",0.913060170671721,0.0,0.37872712584748525,5.271983657033965,0.39831295055901567,4.532266193406149
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,500,"[[1.64746774332529, 0.00692784855081834, -0.577438908729119, -1.28231875587868, 0.330746838841348, -0.690261331656808, 0.484118327237761, -0.00179832866831878, 0.0840813813293257, 0.979722122589094], [-0.200559661617996]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_500,0.35753011703491205,0.0172853469848633,2025-06-16 23:29:09.493428,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.64746774332529, 0.00692784855081834, -0.577438908729119, -1.28231875587868, 0.330746838841348]",-0.200559661617996,0.0,0.37877208277525165,0.14308435006265502,0.3890976099303252,0.12594098803026668
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,1000,"[[1.43860530468008, 0.131948888170237, -0.760282859300318, -0.900921675933084, 0.550918518584319, -0.719091842910207, 0.327686902938455, 0.134543939026174, -0.100213928331272, 1.2589173318385], [-0.393180394854157]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_1000,0.342549085617065,0.0171465873718262,2025-06-16 23:29:14.21011,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.43860530468008, 0.131948888170237, -0.760282859300318, -0.900921675933084, 0.550918518584319]",-0.39318039485415707,0.0,0.3878830575528917,0.15399521157982826,0.4338719735445282,0.15409448013280203
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,5000,"[[1.49196254220954, 0.0106303066604611, -0.765872324430311, -1.15316843580971, 0.351651407573691, -0.473450366765947, 0.404132187666806, 0.200603825973258, -0.328657286107803, 1.07485998935289], [-0.245913489097199]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_5000,0.486761093139648,0.0183866024017334,2025-06-16 23:29:19.043242,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.49196254220954, 0.0106303066604611, -0.765872324430311, -1.15316843580971, 0.351651407573691]",-0.24591348909719898,0.0,0.38424485449160545,0.1463538930287387,0.4012335324348503,0.1320404848772753
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,10000,"[[1.57898615760987, -0.0114408701870811, -0.730712431197103, -1.19961736617654, 0.271002828584579, -0.33949096760663, 0.441273747905729, 0.155513536719533, -0.340157359267079, 0.963704377563454], [-0.171834881431481]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_10000,0.683421611785889,0.020134449005127,2025-06-16 23:29:25.369297,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.57898615760987, -0.0114408701870811, -0.730712431197103, -1.19961736617654, 0.271002828584579]",-0.17183488143148098,0.0,0.39586978589397,0.15456318099518546,0.403542926987768,0.13372385524208305
SimG_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,50000,"[[1.43445937583405, -0.0875120096048384, -0.662034477703281, -1.04727278437277, 0.384692280243548, -0.394630099283655, 0.416685411361432, 0.10973062550835, -0.37234998726287, 1.01192904674566], [-0.190780327508812]]",SimG_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_50000,3.14503359794617,0.0512220859527588,2025-06-16 23:29:33.783108,SimG,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.43445937583405, -0.0875120096048384, -0.662034477703281, -1.04727278437277, 0.384692280243548]",-0.190780327508812,0.0,0.3183222257011196,0.11211112633131323,0.3326385811618989,0.09949212750348929
