"set_up","method","n_train","estimated_beta","file_name","running_time_train","running_time_pred","running_datetime"
"SimA_rep7_n115000_d5_corr65_NA25","MICE.1.IMP",10000,"[[0.929215977549991, -0.278509799482686, -0.334223583527785, -0.670633222081364, 0.412661907257203], [0.0114604231419658]]","SimA_rep7_n115000_d5_corr65_NA25_MICE.1.IMP_10000",0.489454746246338,0.0132715702056885,"2025-06-08 13:18:39.359473"
"SimA_rep8_n115000_d5_corr65_NA25","MICE.1.IMP",10000,"[[1.01606393391032, -0.286958962248457, -0.399184742873648, -0.67885104742056, 0.474054790370182], [-0.03265628901878]]","SimA_rep8_n115000_d5_corr65_NA25_MICE.1.IMP_10000",1.21652317047119,0.00975799560546875,"2025-06-08 13:18:33.284253"
"SimA_rep9_n115000_d5_corr65_NA25","MICE.1.IMP",10000,"[[0.951833330794989, -0.222976558368972, -0.41970937528134, -0.602748384724447, 0.448532635270322], [0.00813144182913746]]","SimA_rep9_n115000_d5_corr65_NA25_MICE.1.IMP_10000",0.83515191078186,0.0310032367706299,"2025-06-08 13:18:34.582895"
"SimA_rep0_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.954727366795575, -0.263293595617462, -0.409865362546721, -0.621718840111084, 0.441556109344122], [0.0133982776962169]]","SimA_rep0_n115000_d5_corr65_NA25_MICE.1.IMP_50000",1.81308913230896,0.022409200668335,"2025-06-08 13:18:35.519448"
"SimA_rep1_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.948762297967079, -0.264230944676364, -0.391625946111618, -0.62898095920843, 0.440377255995381], [0.00963499786969291]]","SimA_rep1_n115000_d5_corr65_NA25_MICE.1.IMP_50000",2.12254619598389,0.0163087844848633,"2025-06-08 13:18:37.415044"
"SimA_rep2_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.964885806277383, -0.277603729905118, -0.409725684577614, -0.632814752863348, 0.453473207536952], [0.0110031543686855]]","SimA_rep2_n115000_d5_corr65_NA25_MICE.1.IMP_50000",1.83700585365295,0.0217185020446777,"2025-06-08 13:18:39.614521"
"SimA_rep3_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.958943834150803, -0.271763564460028, -0.416926743966236, -0.611061707979099, 0.45235430176628], [0.0110470280258924]]","SimA_rep3_n115000_d5_corr65_NA25_MICE.1.IMP_50000",1.83063626289368,0.0166082382202148,"2025-06-08 13:18:41.541645"
"SimA_rep4_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.935646474965077, -0.25133739311391, -0.419273289105486, -0.588707013315637, 0.424763480669655], [-0.00384603996701508]]","SimA_rep4_n115000_d5_corr65_NA25_MICE.1.IMP_50000",2.26216101646423,0.026655912399292,"2025-06-08 13:18:43.446585"
"SimA_rep5_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.927254001690751, -0.267789730189742, -0.384175542388023, -0.623903788765835, 0.435729786492649], [0.00374576918452611]]","SimA_rep5_n115000_d5_corr65_NA25_MICE.1.IMP_50000",1.94828224182129,0.0364670753479004,"2025-06-08 13:18:45.798491"
"SimA_rep6_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.947479372319557, -0.234753389380267, -0.447080275633618, -0.636980614760682, 0.46957774033895], [-0.00878888826563652]]","SimA_rep6_n115000_d5_corr65_NA25_MICE.1.IMP_50000",2.32507467269897,0.0183401107788086,"2025-06-08 13:18:47.84384"
"SimA_rep7_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.914668289879257, -0.24822639561235, -0.401034240367634, -0.607543799974948, 0.427729786437093], [0.00138922070117231]]","SimA_rep7_n115000_d5_corr65_NA25_MICE.1.IMP_50000",2.28449821472168,0.0234365463256836,"2025-06-08 13:18:50.248123"
"SimA_rep8_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.934139791196151, -0.251862042969429, -0.412217501816001, -0.599922141777347, 0.438857292820866], [0.00431817595067826]]","SimA_rep8_n115000_d5_corr65_NA25_MICE.1.IMP_50000",2.30480241775513,0.0227382183074951,"2025-06-08 13:18:52.616434"
"SimA_rep9_n115000_d5_corr65_NA25","MICE.1.IMP",50000,"[[0.925779750892167, -0.227604773118328, -0.453248711369144, -0.581643555313843, 0.437499740178888], [0.00517473531365891]]","SimA_rep9_n115000_d5_corr65_NA25_MICE.1.IMP_50000",2.31242656707764,0.0183501243591309,"2025-06-08 13:18:55.003569"
"SimA_rep0_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.84969771243901, -1.07427030401839, -0.787404570492803, -1.04355887520419, 1.79169172236016], [0.462306741428408]]","SimA_rep0_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",1.47672080993652,0.0102579593658447,"2025-06-08 13:18:35.840189"
"SimA_rep1_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[3.79631352569499, -0.980028502916902, 0.627384295091701, -3.57066154415498, 2.67318355771202], [0.267308391538923]]","SimA_rep1_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.381325721740723,0.034916877746582,"2025-06-08 13:18:37.404475"
"SimA_rep2_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[2.42576854958707, -0.550285652797862, -0.923884866421269, -1.53776732817632, 0.930167636066728], [-0.0451933335868963]]","SimA_rep2_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.912156820297241,0.0136716365814209,"2025-06-08 13:18:37.905129"
"SimA_rep3_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.03937645514339, -0.596437132519063, -0.0724699104625915, -2.23540544162949, 1.894243606217], [0.00242142539387223]]","SimA_rep3_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.311982870101929,0.00775384902954102,"2025-06-08 13:18:38.891783"
"SimA_rep4_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.8209260823284, -0.0788158298834597, -1.06965358763856, -0.870759122076681, 0.870319122877141], [-0.024131583404978]]","SimA_rep4_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.315442562103271,0.0162887573242188,"2025-06-08 13:18:39.272626"
"SimA_rep5_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.78741804716096, -0.0884772267759499, -0.629639223735925, -3.52092941607382, 3.11126043545368], [0.14180019726928]]","SimA_rep5_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.404069185256958,0.00788354873657227,"2025-06-08 13:18:39.673456"
"SimA_rep6_n115000_d5_corr65_NA25","MICE.1.Y.IMP",100,"[[1.95430772868922, -0.518101843801192, -0.778845345747177, -1.05542713548625, 0.688313400176099], [0.00300294091809266]]","SimA_rep6_n115000_d5_corr65_NA25_MICE.1.Y.IMP_100",0.802764892578125,0.00822877883911133,"2025-06-08 13:18:40.161204"
