"set_up","method","n_train","estimated_beta","file_name","running_time_train","running_time_pred","running_datetime"
"SimF_rep5_n115000_d25_corrMIXTURE_NA25","SAEM",1000,"[[-2.0018883354354, -5.23444290304151, 7.79399474772005, -2.64394836944197, -0.590371923805129, -1.46944965212575, 3.88430614761459, -1.80157852399503, 0.704768432487063, -1.96946552628975, -0.493475074322523, -1.28927857916907, -0.256082388256638, 1.93712324475596, 2.31310901553578, -0.79429556389769, -5.76207365365288, -3.39287029425455, 1.66705580887578, 2.80119072877091, -5.65545421590908, 4.28157571105783, 0.3154141395995, 2.56222744283857, 4.8120694385389], [-0.387437951840194]]","SimF_rep5_n115000_d25_corrMIXTURE_NA25_SAEM_1000",87.6399097442627,18.6543989181519,"2025-06-16 23:13:58.597678"
"SimF_rep9_n115000_d25_corrMIXTURE_NA25","SAEM",1000,"[[5.03798053616782, 4.14733532220835, -2.419607990928, -4.65979541382218, 3.94967014427747, -1.36462447784054, -0.148195637906461, -0.895779937211685, 2.40705576675484, 1.16416938441111, 1.73840819489776, -1.24599512810531, 1.77273351534896, -4.78188965330824, -0.678892094580055, -2.78429828850087, 4.19334719982181, -0.587915594909343, 0.0312622670406588, 1.94901576806869, -16.1579014045582, 12.6539233639738, 3.85800079322911, 0.52888945888922, 7.32115311877713], [-10.7649163141844]]","SimF_rep9_n115000_d25_corrMIXTURE_NA25_SAEM_1000",86.381049156189,18.7051384449005,"2025-06-16 23:14:10.992359"
