set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,sim,replicate,n,d,corr,prop_NA,true_beta,center_X,pred_beta,pred_intercept,true_intercept,angular_error,mse_error,angular_error_with_intercept,mse_error_with_intercept
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[-1.88203936511629, 1.51359453678319, 0.253693735047554, -0.179858983150086, 0.18350700169677], [0.217140167697511]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.80203437805176,0.0428032875061035,2025-11-28 01:07:27.471235,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-1.88203936511629, 1.51359453678319, 0.253693735047554, -0.179858983150086, 0.18350700169677]",0.217140167697511,0.0,2.314035549695072,3.7371594829088437,2.310429695162692,3.1221578778286534
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[1.00287363750966, -0.408539738421471, -0.601327761467412, -0.283073461395258, 0.311594414508928], [0.118096190551089]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.4028844833374,0.0374877452850342,2025-11-28 01:07:29.346859,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[1.00287363750966, -0.408539738421471, -0.601327761467412, -0.283073461395258, 0.311594414508928]",0.118096190551089,0.0,0.3784917541644004,0.2727038717432314,0.38854853912848086,0.22957767815647268
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[0.431688572540292, -0.720423841512007, -0.030427023707561, -0.277672848802401, 0.286686291895278], [0.00240098713557757]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.39131689071655,0.0367064476013184,2025-11-28 01:07:30.819232,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.431688572540292, -0.720423841512007, -0.030427023707561, -0.277672848802401, 0.286686291895278]",0.0024009871355775,0.0,0.6370956644354588,0.5298804773519133,0.6371001641290676,0.4415680252497987
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[0.459857853824007, 0.437394230226103, -0.433606289191169, -0.339238697014492, 0.371745129774043], [0.121324886956668]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.3984808921814,0.0366191864013672,2025-11-28 01:07:32.278229,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.459857853824007, 0.437394230226103, -0.433606289191169, -0.339238697014492, 0.371745129774043]",0.121324886956668,0.0,0.8420252460183091,0.6495506216636948,0.8496827077370159,0.5437454727522537
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[-1.31903085691775, 1.85277616937525, 0.144051035916248, -0.535934210765943, 0.308359339881111], [0.153044654264142]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.42884135246277,0.0364642143249512,2025-11-28 01:07:33.743835,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-1.31903085691775, 1.85277616937525, 0.144051035916248, -0.535934210765943, 0.308359339881111]",0.153044654264142,0.0,2.0561790891263434,3.1575953234499647,2.055074971261312,2.635233213908109
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[0.90063915208655, 0.556404196927431, -0.442596737676268, -0.800927816195777, 0.402570752339499], [0.537948508779276]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.44114184379578,0.0443792343139648,2025-11-28 01:07:35.238899,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.90063915208655, 0.556404196927431, -0.442596737676268, -0.800927816195777, 0.402570752339499]",0.537948508779276,0.0,0.6875074765253758,0.43677942718814117,0.7598521835266722,0.4122142890064255
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[1.32365404124805, -0.35927643291871, -0.551260223865869, -0.365343145081915, 0.370585821649224], [0.377192504858266]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.91200065612793,0.0362033843994141,2025-11-28 01:07:36.761868,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[1.32365404124805, -0.35927643291871, -0.551260223865869, -0.365343145081915, 0.370585821649224]",0.377192504858266,0.0,0.3337625773503259,0.1800553840795575,0.4063165725001621,0.17375851768650677
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[0.772094713274226, -0.729823060083885, 0.570720954151029, -0.579268459230723, 0.294863691769663], [0.764508048666896]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.36749577522278,0.0428628921508789,2025-11-28 01:07:38.741422,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.772094713274226, -0.729823060083885, 0.570720954151029, -0.579268459230723, 0.294863691769663]",0.764508048666896,0.0,0.7538604999507913,0.5034192616275768,0.8806650105097574,0.5169281441023915
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[0.772431447282283, 0.0115796024911814, -0.358542500846094, -0.314279709709491, 0.306074238644253], [0.283000155941818]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,2.39066100120544,0.0505108833312988,2025-11-28 01:05:03.534944,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.772431447282283, 0.0115796024911814, -0.358542500846094, -0.314279709709491, 0.306074238644253]",0.283000155941818,0.0,0.3650374001467159,0.4063083773204511,0.4604762492755047,0.35193849581089137
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.10.M.IMP,100,"[[0.67626025483355, -0.979719552998526, 0.572110522038265, -0.326640033039966, 0.263934676979008], [0.453587817173499]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.10.M.IMP_100,1.97476005554199,0.0635814666748047,2025-11-28 01:05:06.024984,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.67626025483355, -0.979719552998526, 0.572110522038265, -0.326640033039966, 0.263934676979008]",0.453587817173499,0.0,0.8953378270211586,0.6327318784670144,0.9344759171171803,0.5615668833705486
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[-0.22724701947347, 0.592302781639196, -0.398780845547982, -0.221162500617605, 0.276833286303286], [0.154632220324024]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,2.04443669319153,0.0442776679992676,2025-11-28 01:05:08.101883,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-0.22724701947347, 0.592302781639196, -0.398780845547982, -0.221162500617605, 0.276833286303286]",0.154632220324024,0.0,1.5940814988797858,1.1933776611850568,1.5936865098086888,0.9984665715812703
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.310830077105015, 0.249801414591812, -0.152281105469117, -0.487580266735641, 0.268071363241064], [0.273409040479878]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,2.01609706878662,0.0411200523376465,2025-11-28 01:05:10.222874,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.310830077105015, 0.249801414591812, -0.152281105469117, -0.487580266735641, 0.268071363241064]",0.273409040479878,0.0,0.7328866207847924,0.6616776399765942,0.8058756869314697,0.5638567838831832
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.354513008658124, -0.138349164156827, -0.442336577819581, -0.274132373917712, 0.345805337614918], [0.277268290137376]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,1.55904746055603,0.0418515205383301,2025-11-28 01:05:12.314436,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.354513008658124, -0.138349164156827, -0.442336577819581, -0.274132373917712, 0.345805337614918]",0.277268290137376,0.0,0.46826976299884593,0.5504164376042343,0.5836953231353357,0.471493315456146
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.440494378681919, 0.298857042682206, -0.60663309231944, -0.388342751700529, 0.300714368320549], [0.144010127515857]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,2.01211547851562,0.0446412563323975,2025-11-28 01:05:13.9518,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.440494378681919, 0.298857042682206, -0.60663309231944, -0.388342751700529, 0.300714368320549]",0.144010127515857,0.0,0.7802595885769857,0.6048934495486284,0.7917299568595598,0.5075343607617125
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.324841772129536, 0.345602678972543, -0.387232864734627, -0.480645212105272, 0.316793224403993], [0.148746711494668]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,1.57112383842468,0.0417039394378662,2025-11-28 01:05:16.045836,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.324841772129536, 0.345602678972543, -0.387232864734627, -0.480645212105272, 0.316793224403993]",0.148746711494668,0.0,0.8169840038561681,0.6553869110147753,0.8312559477700477,0.5498433565423925
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.3801061056418, 0.128898793064077, -0.178633065126046, -0.404915293706712, 0.320777446711737], [0.278865122718177]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,2.02297711372375,0.0557737350463867,2025-11-28 01:05:17.690801,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.3801061056418, 0.128898793064077, -0.178633065126046, -0.404915293706712, 0.320777446711737]",0.278865122718177,0.0,0.5146934661197019,0.592359205491057,0.6350659846795358,0.5065936306873181
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.595135600911017, -0.148516977010703, -0.357355718260258, -0.335471813641162, 0.318422450724093], [0.108185648191371]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,1.5338761806488,0.0411069393157959,2025-11-28 01:05:19.807273,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.595135600911017, -0.148516977010703, -0.357355718260258, -0.335471813641162, 0.318422450724093]",0.108185648191371,0.0,0.2252365973568599,0.4292271885833084,0.2580431478592104,0.3596400128985215
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.338869462256897, 0.0556115127928919, -0.293449298158628, -0.294350898591714, 0.271665691818464], [0.148966136789511]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,1.97209024429321,0.0447068214416504,2025-11-28 01:05:21.419244,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.338869462256897, 0.0556115127928919, -0.293449298158628, -0.294350898591714, 0.271665691818464]",0.148966136789511,0.0,0.47657821662028227,0.6223395805392717,0.5302198149980621,0.5223148021010584
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.238907850892066, 0.287398902150664, -0.634539209074365, -0.250732142799269, 0.373349366139115], [0.264455485065715]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,1.52903056144714,0.0410356521606445,2025-11-28 01:05:23.466955,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.238907850892066, 0.287398902150664, -0.634539209074365, -0.250732142799269, 0.373349366139115]",0.264455485065715,0.0,0.9525937520006937,0.7314851125670296,0.9834777723299917,0.6212270444027485
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.10.M.IMP,500,"[[0.0975834585490296, 0.41523814662421, -0.439922091399781, -0.2966283299715, 0.282686841774512], [0.129268185356173]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.10.M.IMP_500,2.03792309761047,0.046550989151001,2025-11-28 01:05:25.068608,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.0975834585490296, 0.41523814662421, -0.439922091399781, -0.2966283299715, 0.282686841774512]",0.129268185356173,0.0,1.1410829932890547,0.867155097650533,1.1479603054580554,0.7254142919996572
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.204037925670504, 0.282046503630624, -0.369649785503652, -0.309452597338584, 0.294359703654376], [0.206186101898948]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,1.63640785217285,0.0454323291778564,2025-11-28 01:05:27.188101,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.204037925670504, 0.282046503630624, -0.369649785503652, -0.309452597338584, 0.294359703654376]",0.206186101898948,0.0,0.8990480785283737,0.7500677041396708,0.9343763163892671,0.6321418715524396
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.368548328111564, 0.365377720554352, -0.361866516882699, -0.421054524728438, 0.290540116050446], [0.209984376777216]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,2.0343906879425,0.0510892868041992,2025-11-28 01:05:28.901714,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.368548328111564, 0.365377720554352, -0.361866516882699, -0.421054524728438, 0.290540116050446]",0.209984376777216,0.0,0.8165236048473878,0.6629878742328988,0.8459333348757911,0.5598388016091683
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.36999907873452, 0.0436251254450298, -0.487384236959646, -0.276615397672336, 0.349368398258109], [0.27995386349328]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,2.0847761631012,0.0414276123046875,2025-11-28 01:05:31.019032,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.36999907873452, 0.0436251254450298, -0.487384236959646, -0.276615397672336, 0.349368398258109]",0.27995386349328,0.0,0.5948978939466936,0.581009622991051,0.6810054021147809,0.49723704677334485
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.3980380794876, 0.211724152522483, -0.472586276464322, -0.392562279737904, 0.299505550837717], [0.163712448402422]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,1.67202019691467,0.0427353382110596,2025-11-28 01:05:33.177713,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.3980380794876, 0.211724152522483, -0.472586276464322, -0.392562279737904, 0.299505550837717]",0.163712448402422,0.0,0.6831066428023249,0.5936474958054605,0.7066187624133076,0.49917320746486976
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.367893779641895, 0.128235718510501, -0.247121430981695, -0.418359924163702, 0.28810214077596], [0.158401477453777]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,2.2114953994751,0.0422279834747314,2025-11-28 01:05:34.926335,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.367893779641895, 0.128235718510501, -0.247121430981695, -0.418359924163702, 0.28810214077596]",0.158401477453777,0.0,0.5315156532521758,0.5934084756829758,0.5736015046474652,0.49868890107906977
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.25680958808535, 0.347589434248445, -0.414711718982523, -0.368240312306664, 0.326502734481307], [0.274138244585781]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,2.15400743484497,0.0476808547973633,2025-11-28 01:05:37.211831,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.25680958808535, 0.347589434248445, -0.414711718982523, -0.368240312306664, 0.326502734481307]",0.274138244585781,0.0,0.8976777442029802,0.7180864378119546,0.9425100312265712,0.6109306610340578
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.310497773779421, 0.240138748586682, -0.438358247577434, -0.354171872580772, 0.323326446881822], [0.161000967442946]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,2.23464322090149,0.0392251014709473,2025-11-28 01:05:39.444243,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.310497773779421, 0.240138748586682, -0.438358247577434, -0.354171872580772, 0.323326446881822]",0.161000967442946,0.0,0.7641019774826243,0.6541016158899485,0.7865495156040243,0.5494048984945511
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.423476954927987, 0.339111025934809, -0.606854310673162, -0.328862380590078, 0.306571429261968], [0.156600648766309]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,1.7177152633667,0.0428934097290039,2025-11-28 01:05:41.750778,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.423476954927987, 0.339111025934809, -0.606854310673162, -0.328862380590078, 0.306571429261968]",0.156600648766309,0.0,0.8369278639584087,0.6436833494319237,0.8493814595842119,0.5404900850589412
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.391321697549441, 0.46859708822239, -0.762567638372377, -0.333786422322677, 0.349420643023983], [0.138581884139207]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,2.11735558509827,0.0423305034637451,2025-11-28 01:05:43.546672,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.391321697549441, 0.46859708822239, -0.762567638372377, -0.333786422322677, 0.349420643023983]",0.138581884139207,0.0,0.9658507385973601,0.7110170715723775,0.9713633107235853,0.5957150494122433
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.10.M.IMP,1000,"[[0.323486305484681, 0.191761188426377, -0.610554603064136, -0.243008930796206, 0.32064685273943], [0.0971484577334232]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.10.M.IMP_1000,1.75102663040161,0.0488336086273193,2025-11-28 01:05:45.738976,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.323486305484681, 0.191761188426377, -0.610554603064136, -0.243008930796206, 0.32064685273943]",0.0971484577334232,0.0,0.8267656781861894,0.6660518270638335,0.8331058801253685,0.5566161596931917
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.277313926575841, 0.381733428655958, -0.507208053939929, -0.348043667886987, 0.305499579595948], [0.180947816629273]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,3.16163492202759,0.0497336387634277,2025-11-28 01:05:47.571031,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.277313926575841, 0.381733428655958, -0.507208053939929, -0.348043667886987, 0.305499579595948]",0.180947816629273,0.0,0.9381585205051035,0.7281936859602411,0.9547562348038251,0.6122850903573511
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.294839953520055, 0.305470955399301, -0.422110587396807, -0.369348246038462, 0.305864903518493], [0.162945292222957]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,3.19814682006836,0.049457311630249,2025-11-28 01:05:50.814728,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.294839953520055, 0.305470955399301, -0.422110587396807, -0.369348246038462, 0.305864903518493]",0.162945292222957,0.0,0.8327637232399354,0.6856618658643241,0.8524399009814053,0.5758100829298742
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.380105572233274, 0.271379995650705, -0.543125571975146, -0.329643105331843, 0.317645213796204], [0.167960019178944]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,3.09807062149048,0.0563967227935791,2025-11-28 01:05:54.096219,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.380105572233274, 0.271379995650705, -0.543125571975146, -0.329643105331843, 0.317645213796204]",0.167960019178944,0.0,0.7874589491667869,0.6361725325202399,0.8061723420484318,0.5348455384406318
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.338168859744101, 0.37862140510885, -0.521621105036157, -0.346677457737158, 0.312401053655892], [0.11343494314225]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,4.20892691612244,0.057187557220459,2025-11-28 01:05:11.279499,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.338168859744101, 0.37862140510885, -0.521621105036157, -0.346677457737158, 0.312401053655892]",0.11343494314225,0.0,0.8929379646749311,0.6936912486561351,0.8997600771695199,0.5802206216010601
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.440986205126288, 0.220332233180678, -0.475646901678877, -0.358928271916465, 0.274803964449534], [0.107142553105585]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,3.64522361755371,0.0765705108642578,2025-11-28 01:05:15.594981,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.440986205126288, 0.220332233180678, -0.475646901678877, -0.358928271916465, 0.274803964449534]",0.107142553105585,0.0,0.6786850875475887,0.5908271135355493,0.6890510572346783,0.49426918239395495
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.482724162968822, 0.196256408236517, -0.519925400525634, -0.339809437127663, 0.310538381561734], [0.217645135274551]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,3.86913967132568,0.0525193214416504,2025-11-28 01:05:19.35803,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.482724162968822, 0.196256408236517, -0.519925400525634, -0.339809437127663, 0.310538381561734]",0.217645135274551,0.0,0.6523746167576313,0.5603307889035102,0.6907102228880285,0.47483722490437136
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.364297692554014, 0.326393672360674, -0.531585019080144, -0.335911006625622, 0.301301621548426], [0.138167753944601]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,3.6232647895813,0.0470263957977295,2025-11-28 01:05:23.316485,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.364297692554014, 0.326393672360674, -0.531585019080144, -0.335911006625622, 0.301301621548426]",0.138167753944601,0.0,0.8409388238628098,0.6658653731759049,0.8524243334427481,0.5580695323516034
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.586322345263168, 0.0945664954237264, -0.448383231407043, -0.393795735439274, 0.293883574160457], [0.178564828400612]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,2.92414546012878,0.0486390590667725,2025-11-28 01:05:27.021813,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.586322345263168, 0.0945664954237264, -0.448383231407043, -0.393795735439274, 0.293883574160457]",0.178564828400612,0.0,0.4736385948859673,0.47413311741492653,0.510311709343693,0.40042516416939544
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.10.M.IMP,5000,"[[0.375389392238113, 0.312651046321555, -0.530055668225379, -0.33611778026113, 0.317474925195168], [0.171982139937099]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.10.M.IMP_5000,2.98305583000183,0.052325963973999,2025-11-28 01:05:30.026402,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.375389392238113, 0.312651046321555, -0.530055668225379, -0.33611778026113, 0.317474925195168]",0.171982139937099,0.0,0.8181729681199124,0.6515206225754832,0.8363513471474936,0.5478634948891267
