set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,sim,replicate,n,d,corr,prop_NA,true_beta,center_X,pred_beta,pred_intercept,true_intercept,angular_error,mse_error,angular_error_with_intercept,mse_error_with_intercept
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.522915866308607, 0.154656047941651, -0.212309676014172, -0.562324889909111, 0.332191333257971], [0.314058572234086]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,46.369500875473,0.0442032814025879,2025-11-28 01:14:00.649679,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.522915866308607, 0.154656047941651, -0.212309676014172, -0.562324889909111, 0.332191333257971]",0.314058572234086,0.0,0.49556772773040014,0.4890760946472981,0.5949290279403947,0.42400221000503385
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.384983773445328, 0.409432997951931, -0.317508733066563, -0.53824308054846, 0.341024726041325], [0.206667509980435]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,45.2697653770447,0.0535454750061035,2025-11-28 01:14:47.102146,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.384983773445328, 0.409432997951931, -0.317508733066563, -0.53824308054846, 0.341024726041325]",0.206667509980435,0.0,0.8165002371303998,0.63682653766998,0.8397309814590467,0.5378073580052355
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.371762125760298, 0.448349115691079, -0.310986532597145, -0.596080528832862, 0.319059483342182], [0.18901261630011]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,45.4234938621521,0.0503792762756348,2025-11-28 01:15:32.464226,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.371762125760298, 0.448349115691079, -0.310986532597145, -0.596080528832862, 0.319059483342182]",0.18901261630011,0.0,0.8571435225379455,0.653175290362189,0.8738405615542937,0.5502670368219262
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.547933298029656, 0.212265359494208, -0.354688676404224, -0.511422258572065, 0.345985929935461], [0.315185759490893]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,44.6742119789124,0.0446639060974121,2025-11-28 01:16:17.97613,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.547933298029656, 0.212265359494208, -0.354688676404224, -0.511422258572065, 0.345985929935461]",0.315185759490893,0.0,0.5479363828543167,0.4905808798221479,0.6303481702387463,0.42537441034943174
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.374169285159119, 0.363669225289898, -0.292764062228141, -0.529141389925866, 0.327820287187143], [0.246109560343737]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,43.7390909194946,0.0460984706878662,2025-11-28 01:17:02.73298,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.374169285159119, 0.363669225289898, -0.292764062228141, -0.529141389925866, 0.327820287187143]",0.246109560343737,0.0,0.7851761322905402,0.630912074974008,0.822802298102965,0.5358550484271046
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.487737223711224, 0.281651626463768, -0.301168233665357, -0.613172997169563, 0.341051921200721], [0.253858739734041]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,43.3467669487,0.0591499805450439,2025-11-28 01:17:46.561424,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.487737223711224, 0.281651626463768, -0.301168233665357, -0.613172997169563, 0.341051921200721]",0.253858739734041,0.0,0.6415238547856366,0.5255894991297212,0.6857243060722598,0.44873195923132697
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.363432761254821, 0.359689006703939, -0.307977496521221, -0.531384803635197, 0.341956031492689], [0.269390689385962]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,44.5967202186584,0.0382857322692871,2025-11-28 01:18:30.013554,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.363432761254821, 0.359689006703939, -0.307977496521221, -0.531384803635197, 0.341956031492689]",0.269390689385962,0.0,0.7864645317372745,0.6298813789405222,0.8302446925970226,0.5369963730384092
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.IMP,5000,"[[0.437366287769285, 0.370985620707385, -0.349139098288356, -0.553876155589834, 0.341106428173484], [0.213691200622023]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.IMP_5000,42.4591414928436,0.045236349105835,2025-11-28 01:19:14.687145,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.437366287769285, 0.370985620707385, -0.349139098288356, -0.553876155589834, 0.341106428173484]",0.213691200622023,0.0,0.7508395743423929,0.590220528811123,0.7774091715408122,0.4994610955464827
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.35890749915294, 0.453495899194063, -0.33714692820923, -0.590871194768807, 0.348531970395428], [0.263903845736824]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,66.4316620826721,0.0555191040039062,2025-11-28 01:19:57.232872,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.35890749915294, 0.453495899194063, -0.33714692820923, -0.590871194768807, 0.348531970395428]",0.263903845736824,0.0,0.8634440165274293,0.6544328638709739,0.8937276085507908,0.5569682598582592
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.320893545640747, 0.435702749327023, -0.291806035864298, -0.576774664974668, 0.340461733078993], [0.274683084099457]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,67.6977667808533,0.0559601783752441,2025-11-28 01:21:03.758019,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.320893545640747, 0.435702749327023, -0.291806035864298, -0.576774664974668, 0.340461733078993]",0.274683084099457,0.0,0.8784779842775191,0.6747605418662528,0.9134187975207329,0.5748755843369422
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.418603300271676, 0.308385073522248, -0.25067821935413, -0.5660958262938, 0.332100783779857], [0.294389985462652]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,64.5842983722687,0.0552985668182373,2025-11-28 01:22:11.558887,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.418603300271676, 0.308385073522248, -0.25067821935413, -0.5660958262938, 0.332100783779857]",0.294389985462652,0.0,0.7036598337483537,0.5837626290143076,0.7632516268809312,0.5009131014353732
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.450457067829602, 0.384752388568917, -0.30880361111675, -0.579970292113957, 0.341386830797438], [0.244072080983165]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,63.9387376308441,0.0447874069213867,2025-11-28 01:23:16.23531,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.450457067829602, 0.384752388568917, -0.30880361111675, -0.579970292113957, 0.341386830797438]",0.244072080983165,0.0,0.7525831979552695,0.5873622075544853,0.785710038640345,0.4993970364146465
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.440616247270176, 0.415631664934929, -0.333949759347624, -0.597298659091261, 0.317479740998599], [0.18262575473614]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,62.8730328083038,0.0455639362335205,2025-11-28 01:24:20.256041,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.440616247270176, 0.415631664934929, -0.333949759347624, -0.597298659091261, 0.317479740998599]",0.18262575473614,0.0,0.788792790386934,0.6041899867504121,0.8058854881371922,0.5090503500075009
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.547948176599614, 0.211195328064886, -0.325618086963765, -0.548209419415639, 0.339132846253687], [0.299427494267204]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,63.0769901275635,0.0439317226409912,2025-11-28 01:09:00.679624,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.547948176599614, 0.211195328064886, -0.325618086963765, -0.548209419415639, 0.339132846253687]",0.299427494267204,0.0,0.5442113494772178,0.4858491625261728,0.6190424988708356,0.4198171061590001
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.384161336989446, 0.482324903963218, -0.335722780373019, -0.595277515492118, 0.330523525926043], [0.282096589649364]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,61.4419851303101,0.0571022033691406,2025-11-28 01:10:03.846751,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.384161336989446, 0.482324903963218, -0.335722780373019, -0.595277515492118, 0.330523525926043]",0.282096589649364,0.0,0.8735043799763395,0.6572793469043141,0.9058823390703815,0.5609958700688953
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.475529891685377, 0.300749384804176, -0.279815914951347, -0.619503858927587, 0.331217320570047], [0.279556170308146]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,63.2850496768951,0.0446364879608154,2025-11-28 01:11:05.385155,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.475529891685377, 0.300749384804176, -0.279815914951347, -0.619503858927587, 0.331217320570047]",0.279556170308146,0.0,0.6668302310742513,0.541022800563238,0.7176585205576701,0.46387760919559134
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.328638361354486, 0.440988228085051, -0.306112498270714, -0.573757698520845, 0.337106346721477], [0.245872681616786]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,65.0727186203003,0.615834951400757,2025-11-28 01:12:08.748961,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.328638361354486, 0.440988228085051, -0.306112498270714, -0.573757698520845, 0.337106346721477]",0.245872681616786,0.0,0.8779664084996616,0.6729504001344325,0.9060241811415379,0.5708675627062654
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.IMP,10000,"[[0.370024307224528, 0.426434191568177, -0.288835137468663, -0.599156902627207, 0.3417990371563], [0.241698763725716]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.IMP_10000,68.0527613162994,0.0516822338104248,2025-11-28 01:13:14.471674,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.370024307224528, 0.426434191568177, -0.288835137468663, -0.599156902627207, 0.3417990371563]",0.241698763725716,0.0,0.8360169472658348,0.6414213089475505,0.8642973525299467,0.5442541395207153
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.390385838223966, 0.395221956855721, -0.290854841512984, -0.591764792909753, 0.344491461539845], [0.286895456000849]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,316.327318668365,0.104090929031372,2025-11-28 01:14:22.612238,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.390385838223966, 0.395221956855721, -0.290854841512984, -0.591764792909753, 0.344491461539845]",0.286895456000849,0.0,0.7966417793860991,0.6191783251040994,0.8393444761271968,0.529700104699072
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.364355686169596, 0.403662323239612, -0.251975814624809, -0.623807129729837, 0.339930652891802], [0.289808058604108]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,300.325538158417,0.0929965972900391,2025-11-28 01:19:39.084541,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.364355686169596, 0.403662323239612, -0.251975814624809, -0.623807129729837, 0.339930652891802]",0.289808058604108,0.0,0.8221524068158036,0.6345610949006893,0.8634866392675155,0.5427990308892214
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.382251875830437, 0.380226228568657, -0.271556626706541, -0.590115328698081, 0.339043378555194], [0.281570883720707]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,287.84038734436,0.0933136940002441,2025-11-28 01:24:39.540929,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.382251875830437, 0.380226228568657, -0.271556626706541, -0.590115328698081, 0.339043378555194]",0.281570883720707,0.0,0.7904634802059758,0.6205767452522365,0.833806701121229,0.5303609814700738
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.360102302238129, 0.388603083909853, -0.259287380349371, -0.590796108176354, 0.338851523399358], [0.278336901406954]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,280.611197710037,0.093543529510498,2025-11-28 01:29:27.510215,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.360102302238129, 0.388603083909853, -0.259287380349371, -0.590796108176354, 0.338851523399358]",0.278336901406954,0.0,0.8128322104758678,0.6362160189907659,0.8542066607228606,0.5430919209397757
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.397412223295327, 0.398551580932009, -0.295619785994024, -0.596404189627278, 0.33412066825377], [0.253322760614283]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,277.716532945633,0.0909249782562256,2025-11-28 01:34:08.248306,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.397412223295327, 0.398551580932009, -0.295619785994024, -0.596404189627278, 0.33412066825377]",0.253322760614283,0.0,0.7967643471561731,0.6179094132932187,0.8303363141222428,0.5256199145852225
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.425558393905695, 0.321752843558862, -0.263619994232642, -0.590574288433509, 0.335017048199621], [0.29292786611427]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,272.084321737289,0.0846326351165771,2025-11-28 01:38:46.090989,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.425558393905695, 0.321752843558862, -0.263619994232642, -0.590574288433509, 0.335017048199621]",0.29292786611427,0.0,0.7121279448769408,0.578507161685446,0.7669597060028256,0.4963904238622483
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.377569515971666, 0.405819673472503, -0.278973017545046, -0.592058226617352, 0.333687324312455], [0.286344257133428]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,268.263426065445,0.0842058658599854,2025-11-28 01:43:18.293164,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.377569515971666, 0.405819673472503, -0.278973017545046, -0.592058226617352, 0.333687324312455]",0.286344257133428,0.0,0.8161966896142107,0.6332024778217736,0.8578459807468083,0.5413342371170271
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.411429790599533, 0.359652411106735, -0.276186206386624, -0.598873584624749, 0.335464714426387], [0.253488613601446]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,272.212220191956,0.0847241878509521,2025-11-28 01:47:46.673506,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.411429790599533, 0.359652411106735, -0.276186206386624, -0.598873584624749, 0.335464714426387]",0.253488613601446,0.0,0.7545421322324183,0.5967803173484574,0.7920308363153988,0.508026343994645
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.394413766250327, 0.378323460415406, -0.28984520896599, -0.593596589329646, 0.340410440592002], [0.277036998187036]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,271.487725734711,0.0877189636230469,2025-11-28 01:52:19.010609,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.394413766250327, 0.378323460415406, -0.28984520896599, -0.593596589329646, 0.340410440592002]",0.277036998187036,0.0,0.780307223418321,0.6110418015883899,0.8221275749261358,0.5219930843844056
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.IMP,50000,"[[0.392973709153094, 0.387044829483051, -0.271921349710097, -0.599643839255768, 0.341161561409301], [0.258693188116311]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.IMP_50000,275.306218147278,0.0831699371337891,2025-11-28 01:56:50.620442,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.392973709153094, 0.387044829483051, -0.271921349710097, -0.599643839255768, 0.341161561409301]",0.258693188116311,0.0,0.7889160484687524,0.6156829229300855,0.8250308185165235,0.5242227967047014
SimNLMNAR_rep0_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[-1.06916502837247, 0.801162192293577, 0.0526953241530334, -0.273501021714597, 0.395942992936461], [0.102534187283109]]",SimNLMNAR_rep0_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.1010568141937,0.0451300144195557,2025-11-28 02:01:26.044396,SimNLMNAR,0.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-1.06916502837247, 0.801162192293577, 0.0526953241530334, -0.273501021714597, 0.395942992936461]",0.102534187283109,0.0,2.0942419788398525,2.089657846594837,2.092746060577654,1.743133748755999
SimNLMNAR_rep1_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.995981660823677, -0.779947670444072, -1.00254187284892, -0.30756437671446, 0.680913872897967], [-0.237899297897436]]",SimNLMNAR_rep1_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.9905142784119,0.0445973873138428,2025-11-28 02:01:54.222913,SimNLMNAR,1.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.995981660823677, -0.779947670444072, -1.00254187284892, -0.30756437671446, 0.680913872897967]",-0.237899297897436,0.0,0.506613067616377,0.2536075708066302,0.5222980264125472,0.2207723216622074
SimNLMNAR_rep2_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.593077367838876, -1.03235276816485, -0.434351604412295, -0.784947578696916, 0.745013003580446], [-0.434930917761727]]",SimNLMNAR_rep2_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.4659233093262,0.0381944179534912,2025-11-28 02:02:23.289789,SimNLMNAR,2.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.593077367838876, -1.03235276816485, -0.434351604412295, -0.784947578696916, 0.745013003580446]",-0.434930917761727,0.0,0.5115126550533117,0.2693336348359372,0.5665743995717678,0.2559721795674574
SimNLMNAR_rep3_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.522580053272624, 0.228951034215748, -0.13515612273764, -0.593948736007355, 0.761558909671941], [0.0949881242868765]]",SimNLMNAR_rep3_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.5106253623962,0.0391256809234619,2025-11-28 02:02:51.8266,SimNLMNAR,3.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.522580053272624, 0.228951034215748, -0.13515612273764, -0.593948736007355, 0.761558909671941]",0.0949881242868765,0.0,0.6324169736461643,0.46307633742287446,0.6371985727027336,0.3874007384783185
SimNLMNAR_rep4_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[-0.482855818290384, 0.878356477015356, 0.00783115483217261, -0.824680638893512, 0.558255448371688], [0.186223670583252]]",SimNLMNAR_rep4_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.9182024002075,0.0506167411804199,2025-11-28 02:03:20.40996,SimNLMNAR,4.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[-0.482855818290384, 0.878356477015356, 0.00783115483217261, -0.824680638893512, 0.558255448371688]",0.186223670583252,0.0,1.557696594976852,1.4208043440134235,1.5578089133816064,1.1897834959254363
SimNLMNAR_rep5_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.720636985462667, 1.08079186838832, -0.510623426376847, -1.21388430499534, 0.607103905880672], [0.313036483416572]]",SimNLMNAR_rep5_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.8101325035095,0.0333907604217529,2025-11-28 02:03:49.412758,SimNLMNAR,5.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.720636985462667, 1.08079186838832, -0.510623426376847, -1.21388430499534, 0.607103905880672]",0.313036483416572,0.0,0.9426226346936851,0.7536588977435553,0.9518029566294376,0.6443810547779317
SimNLMNAR_rep6_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.737187112403196, -0.147514335436813, -0.966583720371095, -0.41836238673662, 0.883188166298161], [0.0735214505343693]]",SimNLMNAR_rep6_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,29.574334859848,0.0377285480499268,2025-11-28 02:04:18.28917,SimNLMNAR,6.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.737187112403196, -0.147514335436813, -0.966583720371095, -0.41836238673662, 0.883188166298161]",0.0735214505343693,0.0,0.5668924130766207,0.3247201967873501,0.5686169098197461,0.271501064604238
SimNLMNAR_rep7_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.326376229758027, -0.561752875271307, 0.351041407474489, -0.727354186745374, 0.535083989781492], [0.53569875033176]]",SimNLMNAR_rep7_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.2711083889008,0.0361013412475586,2025-11-28 02:04:47.932436,SimNLMNAR,7.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.326376229758027, -0.561752875271307, 0.351041407474489, -0.727354186745374, 0.535083989781492]",0.53569875033176,0.0,0.7570810286198506,0.53776060731677,0.8492848456632317,0.4959626979484766
SimNLMNAR_rep8_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.72670578550476, -0.231162470204871, -0.196592208685774, -0.640965243591398, 0.552825022026547], [0.357923046780802]]",SimNLMNAR_rep8_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,29.4480381011963,0.0352392196655273,2025-11-28 02:05:16.272743,SimNLMNAR,8.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.72670578550476, -0.231162470204871, -0.196592208685774, -0.640965243591398, 0.552825022026547]",0.357923046780802,0.0,0.17987923165883882,0.2689776697925688,0.3485882722716944,0.24549954272994937
SimNLMNAR_rep9_n115000_d5_corr95_NA25,MICE.RF.10.Y.IMP,100,"[[0.804403966737883, -1.24544289458319, 0.37830888997666, -0.589736903123007, 0.574459837707939], [0.474858744568536]]",SimNLMNAR_rep9_n115000_d5_corr95_NA25_MICE.RF.10.Y.IMP_100,28.240790605545,0.0337164402008057,2025-11-28 02:05:45.78718,SimNLMNAR,9.0,115000.0,5.0,95.0,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],[0. 0. 0. 0. 0.],"[0.804403966737883, -1.24544289458319, 0.37830888997666, -0.589736903123007, 0.574459837707939]",0.474858744568536,0.0,0.7114845056711652,0.44274662196320574,0.7515944624242847,0.40653732285153915
